mannerofdeath,armed,age,gender,race,state,mentalillness,threatlevel,flee,bodycamera
shot,knife,50,M,W,FL,TRUE,other,Not fleeing,FALSE
shot,gun,29,M,H,CA,FALSE,other,Not fleeing,FALSE
shot,knife,26,M,W,CA,FALSE,other,Not fleeing,FALSE
shot,undetermined,39,M,W,CA,FALSE,undetermined,Not fleeing,FALSE
shot,gun,52,M,H,NM,FALSE,attack,Not fleeing,FALSE
shot,knife,51,M,W,CT,TRUE,other,Not fleeing,FALSE
shot,gun,30,M,W,AR,FALSE,other,Foot,FALSE
shot,toy weapon,37,M,B,OH,FALSE,other,Other,FALSE
shot,undetermined,30,M,H,CA,FALSE,undetermined,Not fleeing,FALSE
shot,undetermined,35,M,H,CA,FALSE,undetermined,Not fleeing,FALSE
shot,gun,32,M,H,TX,FALSE,attack,Not fleeing,FALSE
shot and Tasered,undetermined,25,M,W,GA,FALSE,other,Not fleeing,FALSE
shot,knife,35,M,W,UT,TRUE,attack,Not fleeing,FALSE
shot,gun,31,M,W,TN,FALSE,attack,Not fleeing,FALSE
shot,gun,30,M,H,CA,FALSE,attack,Car,TRUE
shot,gun,23,M,H,NM,FALSE,attack,Foot,FALSE
shot,gun,41,M,B,WA,FALSE,attack,Car,FALSE
shot,gun,45,M,W,MS,TRUE,attack,Not fleeing,FALSE
shot,undetermined,46,M,B,WA,FALSE,other,Not fleeing,FALSE
shot,gun,36,F,N,AZ,TRUE,attack,Foot,FALSE
shot,gun,31,F,B,CA,FALSE,other,Not fleeing,FALSE
shot,undetermined,32,M,B,CA,FALSE,other,Not fleeing,FALSE
shot,gun,38,F,N,AK,FALSE,attack,Not fleeing,FALSE
shot,gun,33,M,H,CO,FALSE,attack,Other,FALSE
shot,knife,45,M,W,CA,FALSE,attack,Not fleeing,FALSE
shot,toy weapon,22,M,W,OH,FALSE,other,Not fleeing,FALSE
shot,gun,36,M,H,CA,FALSE,other,Other,FALSE
shot,gun,26,M,W,AZ,TRUE,attack,Not fleeing,FALSE
shot and Tasered,machete,39,M,H,TX,TRUE,attack,Not fleeing,FALSE
shot,knife,16,M,W,MO,TRUE,other,Not fleeing,FALSE
shot,gun,58,M,W,CO,TRUE,attack,Not fleeing,FALSE
shot,unarmed,21,M,B,WI,FALSE,other,Car,FALSE
shot,gun,37,M,W,CO,FALSE,attack,Foot,TRUE
shot,pole,56,M,B,AL,FALSE,undetermined,Not fleeing,TRUE
shot,gun,19,M,W,NV,FALSE,attack,Not fleeing,TRUE
shot,gun,38,M,B,KS,TRUE,attack,Not fleeing,FALSE
shot,toy weapon,18,M,B,VA,TRUE,other,Not fleeing,FALSE
shot,unarmed,35,M,W,SD,FALSE,attack,Not fleeing,FALSE
shot,gun,23,M,H,TX,FALSE,attack,Car,TRUE
shot,gun,41,M,W,AL,FALSE,attack,Not fleeing,FALSE
shot,gun,44,M,W,SD,TRUE,attack,Not fleeing,FALSE
shot,gun,24,M,B,NC,FALSE,attack,Foot,FALSE
shot,gun,39,M,H,FL,TRUE,attack,Not fleeing,FALSE
shot,gun,22,M,H,TX,TRUE,attack,Not fleeing,FALSE
shot,gun,37,M,W,MS,FALSE,attack,Not fleeing,FALSE
shot,unarmed,36,M,W,MD,TRUE,other,Not fleeing,FALSE
shot and Tasered,knife,41,M,W,PA,FALSE,other,Not fleeing,FALSE
shot,knife,27,M,H,AZ,FALSE,other,Car,FALSE
shot,unarmed,30,M,W,KY,FALSE,undetermined,Not fleeing,FALSE
shot,gun,34,M,W,NY,TRUE,attack,Not fleeing,FALSE
shot,gun,22,M,W,TX,TRUE,other,Not fleeing,FALSE
shot,gun,51,M,W,TX,TRUE,attack,Not fleeing,FALSE
shot,unarmed,42,M,W,ND,FALSE,other,Foot,FALSE
shot,gun,41,M,H,CA,FALSE,attack,Other,FALSE
shot,gun,49,M,W,NY,TRUE,attack,Not fleeing,FALSE
shot,knife,45,M,W,CA,FALSE,other,Not fleeing,FALSE
shot,undetermined,45,M,W,KS,FALSE,undetermined,Not fleeing,FALSE
shot,gun,42,M,W,MT,FALSE,attack,Not fleeing,FALSE
shot,toy weapon,27,M,W,FL,TRUE,attack,Not fleeing,FALSE
shot,toy weapon,37,M,W,MS,FALSE,other,Not fleeing,FALSE
shot,toy weapon,22,M,B,NV,TRUE,attack,Foot,FALSE
shot,gun,21,M,H,CA,FALSE,other,Foot,FALSE
shot,gun,50,M,W,TX,TRUE,attack,Not fleeing,FALSE
shot,gun,25,M,B,VA,FALSE,attack,Not fleeing,TRUE
shot,gun,51,M,W,KS,TRUE,attack,Not fleeing,TRUE
shot,knife,46,M,W,IL,TRUE,other,Not fleeing,FALSE
shot,gun,23,M,H,CA,FALSE,attack,Foot,FALSE
shot,gun,43,M,W,NC,TRUE,attack,Not fleeing,TRUE
shot and Tasered,unarmed,37,M,B,TX,FALSE,other,Foot,FALSE
shot and Tasered,Taser,20,M,B,TX,FALSE,attack,Not fleeing,FALSE
shot,unarmed,16,M,H,TX,FALSE,undetermined,Car,FALSE
shot,unarmed,30,M,W,TN,FALSE,other,Car,TRUE
shot,gun,26,M,W,AL,FALSE,attack,Car,FALSE
shot,gun,24,M,B,PA,FALSE,attack,Not fleeing,FALSE
shot,hammer,38,F,W,WA,TRUE,attack,Not fleeing,FALSE
shot,gun,28,M,B,MD,FALSE,other,Not fleeing,FALSE
shot,gun,29,M,B,IL,FALSE,attack,Foot,FALSE
shot,gun,34,M,W,KY,FALSE,other,Foot,FALSE
shot,knife,38,M,W,IN,FALSE,other,Car,TRUE
shot,gun,43,M,W,TX,FALSE,other,Other,TRUE
shot,unarmed,23,M,H,CA,TRUE,other,Not fleeing,FALSE
shot,gun,33,M,H,TX,TRUE,attack,Not fleeing,FALSE
shot,gun,40,M,W,NC,TRUE,attack,Not fleeing,FALSE
shot,gun,38,M,A,MN,TRUE,other,Not fleeing,TRUE
shot,gun,53,M,A,FL,FALSE,attack,Not fleeing,FALSE
shot,gun,30,M,B,TX,FALSE,attack,Not fleeing,FALSE
shot,gun,60,M,W,ID,FALSE,other,Not fleeing,FALSE
shot,toy weapon,25,F,B,VA,FALSE,attack,Not fleeing,FALSE
shot,undetermined,24,M,W,LA,FALSE,undetermined,Car,FALSE
shot,gun,21,M,B,IL,FALSE,attack,Foot,FALSE
shot,gun,23,M,W,KY,FALSE,attack,Other,FALSE
shot,knife,61,M,W,VA,TRUE,other,Not fleeing,TRUE
shot,gun,54,M,W,PA,FALSE,attack,Other,FALSE
shot,gun,62,M,H,IN,FALSE,attack,Foot,FALSE
shot,toy weapon,16,M,B,FL,TRUE,other,Not fleeing,FALSE
shot,toy weapon,25,M,W,CT,TRUE,attack,Not fleeing,FALSE
shot,gun,28,M,W,PA,TRUE,attack,Car,FALSE
shot and Tasered,knife,76,M,W,VT,TRUE,other,Not fleeing,TRUE
shot,pick-axe,25,M,H,FL,TRUE,other,Not fleeing,FALSE
shot,gun,51,M,W,CO,FALSE,attack,Not fleeing,FALSE
shot,gun,34,M,H,CA,FALSE,attack,Foot,TRUE
shot,gun,30,M,B,TN,TRUE,attack,Not fleeing,FALSE
shot,knife,44,M,W,MA,FALSE,other,Foot,FALSE
shot,toy weapon,24,M,B,RI,FALSE,attack,Foot,FALSE
shot,gun,29,M,W,CA,FALSE,attack,Not fleeing,FALSE
shot,gun and knife,48,M,H,CO,FALSE,other,Not fleeing,TRUE
shot,gun,19,M,H,NM,FALSE,attack,Not fleeing,TRUE
shot,gun,22,M,B,MO,FALSE,attack,Not fleeing,FALSE
shot,meat cleaver,39,M,H,MA,TRUE,other,Not fleeing,FALSE
shot,gun,36,M,W,VA,TRUE,other,Not fleeing,FALSE
shot,gun,55,M,W,SC,FALSE,attack,Not fleeing,TRUE
shot,gun,46,M,W,FL,TRUE,attack,Not fleeing,FALSE
shot,knife,34,M,W,MO,TRUE,other,Not fleeing,FALSE
shot,scissors,27,F,N,AZ,TRUE,other,Not fleeing,TRUE
shot,gun,33,M,W,NM,TRUE,attack,Not fleeing,TRUE
shot,gun,18,M,B,NC,FALSE,other,Not fleeing,FALSE
shot,gun,33,M,W,TX,TRUE,attack,Not fleeing,FALSE
shot,gun,51,M,W,SC,TRUE,attack,Not fleeing,FALSE
shot,gun,50,F,W,MN,TRUE,attack,Not fleeing,FALSE
shot and Tasered,flashlight,46,M,W,CA,FALSE,attack,Not fleeing,TRUE
shot,gun,33,M,W,CA,FALSE,attack,Foot,FALSE
shot,gun,25,M,H,AZ,FALSE,undetermined,Not fleeing,FALSE
shot,gun,52,M,W,GA,FALSE,attack,Not fleeing,FALSE
shot,gun,18,M,B,MD,FALSE,attack,Not fleeing,FALSE
shot,gun,43,M,B,MD,FALSE,attack,Not fleeing,FALSE
shot,gun,34,M,B,VA,FALSE,attack,Not fleeing,FALSE
shot,gun,31,M,B,NV,FALSE,attack,Foot,TRUE
shot,shovel,65,M,H,TX,TRUE,undetermined,Not fleeing,FALSE
shot,gun,37,M,H,TX,FALSE,attack,Not fleeing,FALSE
shot,gun,30,M,B,IN,FALSE,attack,Not fleeing,FALSE
shot,unknown weapon,36,F,W,AL,TRUE,other,Not fleeing,TRUE
shot,gun,25,M,W,TX,FALSE,attack,Foot,FALSE
shot,Taser,69,M,W,WI,FALSE,attack,Not fleeing,FALSE
shot,knife,50,M,H,MN,TRUE,attack,Not fleeing,FALSE
shot,knife,52,M,W,MA,TRUE,other,Not fleeing,FALSE
shot,unarmed,44,M,B,IN,FALSE,attack,Not fleeing,TRUE
shot,ax,60,M,W,OH,FALSE,other,Not fleeing,FALSE
shot,ax,40,F,B,TN,FALSE,attack,Not fleeing,TRUE
shot and Tasered,knife,20,M,H,CA,TRUE,attack,Not fleeing,FALSE
shot,knife,45,M,H,CA,FALSE,other,Not fleeing,FALSE
shot,knife,40,M,B,CA,TRUE,other,Foot,FALSE
shot,hatchet,25,F,W,WI,TRUE,other,Not fleeing,FALSE
shot,knife,43,M,B,MI,FALSE,other,Not fleeing,TRUE
shot,gun,27,M,B,NJ,FALSE,attack,Foot,FALSE
shot,gun,19,M,B,PA,FALSE,attack,Foot,FALSE
shot,gun,39,M,W,CA,FALSE,other,Car,FALSE
shot,knife,30,M,W,NY,TRUE,attack,Not fleeing,FALSE
shot,knife,28,M,H,CA,FALSE,attack,Not fleeing,FALSE
shot,gun,22,M,H,NV,FALSE,attack,Not fleeing,FALSE
shot,gun,16,M,B,IL,FALSE,attack,Foot,FALSE
shot,unarmed,40,M,W,CO,FALSE,other,Car,FALSE
shot,gun,38,M,H,IL,FALSE,attack,Car,FALSE
shot,undetermined,35,M,B,CA,FALSE,attack,Not fleeing,FALSE
shot,gun,52,M,W,TX,FALSE,attack,Not fleeing,FALSE
shot,gun,26,M,W,TN,FALSE,attack,Car,FALSE
shot and Tasered,unarmed,54,M,W,KS,TRUE,attack,Not fleeing,FALSE
shot,baseball bat,38,M,H,CA,FALSE,other,Not fleeing,FALSE
shot,gun,52,M,W,OK,TRUE,attack,Not fleeing,FALSE
shot,undetermined,26,M,W,IN,FALSE,attack,Foot,TRUE
shot,gun,53,M,W,IL,FALSE,attack,Not fleeing,FALSE
shot,gun,35,F,B,OH,FALSE,other,Car,FALSE
shot,unarmed,22,M,W,TX,TRUE,other,Not fleeing,FALSE
shot,gun,31,M,B,NJ,FALSE,attack,Foot,FALSE
shot,gun,32,M,B,NY,FALSE,attack,Foot,FALSE
shot,gun,28,M,B,MD,FALSE,attack,Not fleeing,FALSE
shot,gun,18,M,B,GA,FALSE,attack,Not fleeing,FALSE
shot,gun,41,M,A,NC,TRUE,attack,Not fleeing,FALSE
shot,gun,15,M,B,MO,FALSE,attack,Other,FALSE
shot,gun,38,M,W,AL,FALSE,attack,Car,FALSE
shot,gun,41,M,W,FL,FALSE,attack,Not fleeing,FALSE
shot,unknown weapon,52,M,W,AR,FALSE,other,Not fleeing,FALSE
shot,knife,48,M,H,MA,FALSE,other,Not fleeing,FALSE
shot,knife,29,M,W,TX,TRUE,attack,Not fleeing,FALSE
shot,knife,51,M,W,NY,TRUE,attack,Not fleeing,FALSE
shot,gun,24,M,W,AZ,TRUE,attack,Not fleeing,FALSE
shot,gun,18,M,W,WI,FALSE,attack,Not fleeing,FALSE
shot,gun,30,M,W,VA,TRUE,attack,Not fleeing,FALSE
shot,gun,60,F,W,NC,TRUE,attack,Not fleeing,FALSE
shot,gun,28,M,W,CO,FALSE,attack,Foot,FALSE
shot,gun,26,M,B,VA,TRUE,attack,Not fleeing,TRUE
shot,gun,24,F,W,NM,TRUE,attack,Car,FALSE
shot,gun,44,M,W,TX,FALSE,other,Other,FALSE
shot,machete,34,M,A,GA,FALSE,other,Not fleeing,FALSE
shot,gun,21,M,W,CO,FALSE,attack,Not fleeing,FALSE
shot,gun,36,M,W,UT,FALSE,attack,Not fleeing,FALSE
shot,knife,37,M,B,FL,FALSE,attack,Not fleeing,FALSE
shot,gun,53,M,W,ID,TRUE,attack,Not fleeing,TRUE
shot and Tasered,knife,45,M,W,WA,TRUE,other,Not fleeing,TRUE
shot,knife,42,M,W,WI,FALSE,other,Not fleeing,FALSE
shot,knife,33,M,W,UT,FALSE,other,Foot,FALSE
shot,knife,28,M,A,CA,FALSE,other,Not fleeing,TRUE
shot,toy weapon,25,M,B,FL,FALSE,attack,Not fleeing,FALSE
shot,gun,28,M,W,TN,TRUE,other,Not fleeing,FALSE
shot,gun,52,M,B,SC,FALSE,attack,Not fleeing,FALSE
shot,knife,59,M,W,CA,FALSE,other,Not fleeing,FALSE
shot,gun,39,M,W,WA,FALSE,attack,Car,FALSE
shot,undetermined,40,M,W,MO,FALSE,attack,Not fleeing,FALSE
shot,gun,38,M,B,WI,FALSE,attack,Foot,TRUE
shot,gun,26,F,B,FL,FALSE,attack,Not fleeing,FALSE
shot,gun,29,M,W,WA,TRUE,other,Not fleeing,FALSE
shot,gun,37,M,B,FL,FALSE,attack,Other,FALSE
shot and Tasered,knife,29,M,O,ME,FALSE,other,Not fleeing,FALSE
shot,toy weapon,21,M,B,CA,FALSE,other,Not fleeing,FALSE
shot,gun,33,M,B,MN,FALSE,attack,Not fleeing,FALSE
shot,unarmed,23,M,W,MS,FALSE,attack,Not fleeing,FALSE
shot,gun,26,M,W,IL,FALSE,other,Foot,FALSE
shot,gun,29,M,W,TX,TRUE,attack,Other,FALSE
shot,toy weapon,33,M,B,TX,FALSE,other,Not fleeing,FALSE
shot,knife,28,M,B,MA,TRUE,attack,Not fleeing,FALSE
shot,gun,35,M,W,CO,FALSE,attack,Car,FALSE
shot,gun,24,M,B,CO,FALSE,attack,Car,FALSE
shot,gun,28,M,H,CA,FALSE,attack,Not fleeing,TRUE
shot,knife,19,M,W,FL,TRUE,other,Not fleeing,FALSE
shot,gun,43,M,N,AZ,FALSE,attack,Not fleeing,TRUE
shot,gun,59,M,W,FL,FALSE,attack,Not fleeing,FALSE
shot and Tasered,gun,34,M,W,GA,TRUE,other,Not fleeing,FALSE
shot,gun,35,M,W,IL,FALSE,attack,Foot,FALSE
shot,gun,23,M,B,GA,FALSE,attack,Foot,FALSE
shot,ax,36,M,W,CA,TRUE,other,Not fleeing,FALSE
shot,knife,46,M,W,NY,TRUE,other,Not fleeing,FALSE
shot,gun,44,M,W,MO,FALSE,attack,Other,FALSE
shot,gun,20,M,H,AZ,FALSE,attack,Not fleeing,FALSE
shot,unarmed,30,M,H,NV,FALSE,attack,Not fleeing,FALSE
shot,unarmed,29,F,B,CA,FALSE,other,Car,FALSE
shot,knife,35,M,H,CA,FALSE,other,Not fleeing,TRUE
shot,gun,36,M,W,KY,FALSE,attack,Not fleeing,FALSE
shot,gun,22,M,B,FL,FALSE,other,Not fleeing,FALSE
shot,knife,31,M,B,NE,FALSE,other,Foot,TRUE
shot,unarmed,38,M,W,OR,TRUE,attack,Not fleeing,FALSE
shot,unarmed,27,M,B,FL,FALSE,other,Car,TRUE
shot,unarmed,22,M,B,FL,FALSE,other,Car,FALSE
shot,gun,28,M,W,CO,TRUE,attack,Not fleeing,FALSE
shot,gun,26,M,N,AZ,FALSE,attack,Foot,TRUE
shot,knife,22,M,W,OR,FALSE,other,Not fleeing,FALSE
shot,gun,31,M,H,NM,FALSE,attack,Not fleeing,FALSE
shot,knife,43,M,W,OK,TRUE,other,Not fleeing,FALSE
shot,gun,29,M,W,MN,FALSE,attack,Not fleeing,FALSE
shot,gun,43,M,W,IL,FALSE,attack,Foot,FALSE
shot,undetermined,21,M,B,IL,FALSE,undetermined,Foot,FALSE
shot,knife,48,F,W,FL,FALSE,other,Not fleeing,FALSE
shot,gun,25,M,H,NM,FALSE,attack,Car,FALSE
shot,gun,59,M,W,IN,FALSE,attack,Not fleeing,FALSE
shot,gun,50,M,B,AL,FALSE,attack,Not fleeing,FALSE
shot,gun,58,M,W,NM,FALSE,attack,Not fleeing,TRUE
shot,gun,25,M,H,TX,TRUE,attack,Not fleeing,FALSE
shot,knife,32,M,W,FL,FALSE,other,Not fleeing,FALSE
shot,gun,53,M,W,NC,FALSE,attack,Not fleeing,TRUE
shot and Tasered,unarmed,38,M,W,NC,FALSE,other,Car,FALSE
shot,gun,70,M,W,OR,FALSE,attack,Not fleeing,FALSE
shot,gun,33,M,B,AZ,FALSE,attack,Not fleeing,FALSE
shot,knife,36,M,W,OR,FALSE,other,Not fleeing,FALSE
shot,gun,51,M,W,KY,FALSE,attack,Foot,FALSE
shot,knife,43,M,B,VA,TRUE,other,Not fleeing,TRUE
shot,gun,18,M,B,NC,FALSE,other,Not fleeing,TRUE
shot,knife,33,M,W,AK,FALSE,other,Not fleeing,FALSE
shot,knife,34,M,N,AZ,FALSE,other,Not fleeing,FALSE
shot,undetermined,31,M,W,CA,FALSE,attack,Not fleeing,FALSE
shot,knife,31,M,W,IN,TRUE,other,Not fleeing,TRUE
shot,gun,31,M,W,FL,FALSE,other,Car,FALSE
shot,gun,23,M,B,OH,FALSE,attack,Not fleeing,FALSE
shot,knife,25,M,O,HI,FALSE,other,Not fleeing,FALSE
shot,unarmed,25,M,W,OK,FALSE,other,Car,TRUE
shot,vehicle,21,M,H,CA,FALSE,other,Not fleeing,FALSE
shot,gun,49,M,B,VA,FALSE,other,Not fleeing,FALSE
shot,gun,63,M,W,GA,FALSE,attack,Not fleeing,FALSE
shot,gun,43,M,H,MO,FALSE,attack,Not fleeing,FALSE
shot,gun,34,M,W,AL,FALSE,attack,Car,FALSE
shot,gun,52,M,B,TX,FALSE,other,Foot,FALSE
shot,gun,68,M,W,MI,TRUE,attack,Not fleeing,TRUE
shot,baseball bat,29,M,W,NC,FALSE,other,Not fleeing,FALSE
shot,gun,32,M,H,CO,FALSE,attack,Foot,FALSE
shot,gun,50,M,H,WA,FALSE,attack,Not fleeing,TRUE
shot,gun,31,M,B,CA,FALSE,attack,Not fleeing,FALSE
shot,gun,27,M,B,MS,FALSE,attack,Car,FALSE
shot,spear,31,M,H,CA,FALSE,other,Not fleeing,FALSE
shot,gun,29,M,O,FL,TRUE,attack,Not fleeing,TRUE
shot,knife,23,M,W,UT,TRUE,other,Not fleeing,FALSE
shot,gun,61,M,B,KY,FALSE,attack,Car,FALSE
shot,gun,33,M,W,NY,FALSE,attack,Not fleeing,FALSE
shot,gun,18,M,B,AL,FALSE,other,Not fleeing,FALSE
shot,gun,80,M,H,RI,FALSE,attack,Car,FALSE
shot,undetermined,43,M,W,WA,FALSE,undetermined,Car,FALSE
shot,gun,47,M,W,MO,FALSE,attack,Not fleeing,FALSE
shot,gun,54,M,O,TX,FALSE,attack,Not fleeing,FALSE
shot,undetermined,22,M,H,CA,FALSE,attack,Not fleeing,FALSE
shot,gun,36,M,W,MT,FALSE,attack,Not fleeing,TRUE
shot,gun,59,M,W,OH,TRUE,other,Not fleeing,FALSE
shot,toy weapon,34,M,W,AL,FALSE,attack,Not fleeing,TRUE
shot,unarmed,37,M,B,MS,FALSE,attack,Foot,FALSE
shot,gun,25,M,B,NY,FALSE,attack,Not fleeing,FALSE
shot,gun,23,M,B,SC,FALSE,attack,Not fleeing,FALSE
shot and Tasered,knife,20,M,W,AZ,FALSE,other,Not fleeing,TRUE
shot,toy weapon,19,M,W,NH,TRUE,attack,Car,FALSE
shot,gun,50,M,W,WY,TRUE,attack,Not fleeing,FALSE
shot,chair,24,M,H,NC,TRUE,attack,Not fleeing,FALSE
shot,gun,25,M,W,CO,FALSE,attack,Not fleeing,FALSE
shot,knife,37,M,W,FL,FALSE,other,Not fleeing,FALSE
shot,gun,44,M,B,MS,FALSE,attack,Foot,FALSE
shot,unarmed,22,M,B,GA,FALSE,undetermined,Other,FALSE
shot,gun,31,M,W,TX,FALSE,attack,Not fleeing,TRUE
shot,gun,25,M,B,WI,FALSE,other,Not fleeing,TRUE
shot,gun,36,M,B,NJ,FALSE,attack,Not fleeing,FALSE
shot,gun,50,M,W,AR,FALSE,attack,Not fleeing,FALSE
shot,gun,42,F,W,TX,TRUE,attack,Not fleeing,FALSE
shot,gun,42,M,H,OK,TRUE,other,Other,FALSE
shot,gun,26,M,H,FL,FALSE,attack,Not fleeing,FALSE
shot,unarmed,19,M,W,CA,TRUE,other,Car,TRUE
shot,gun,59,M,W,FL,FALSE,attack,Not fleeing,FALSE
shot,baseball bat,51,M,W,MI,TRUE,attack,Not fleeing,FALSE
shot,knife,27,M,H,CT,FALSE,other,Not fleeing,FALSE
shot,gun,30,M,B,IL,FALSE,attack,Not fleeing,FALSE
shot,toy weapon,28,M,W,IA,TRUE,attack,Not fleeing,FALSE
shot,toy weapon,63,M,B,DC,TRUE,attack,Not fleeing,TRUE
shot,gun,32,M,W,GA,FALSE,attack,Not fleeing,FALSE
shot,gun,26,M,W,NM,FALSE,attack,Not fleeing,FALSE
shot,toy weapon,25,M,W,DE,FALSE,other,Car,FALSE
shot,knife,27,M,A,CA,FALSE,other,Foot,FALSE
shot,knife,61,M,A,HI,FALSE,attack,Not fleeing,FALSE
shot,undetermined,30,M,W,KY,FALSE,attack,Not fleeing,FALSE
shot,gun,37,M,B,IA,FALSE,attack,Foot,FALSE
shot,pitchfork,41,M,W,WI,TRUE,other,Not fleeing,FALSE
shot,gun,24,M,W,CO,FALSE,attack,Not fleeing,FALSE
shot,undetermined,44,M,H,WY,FALSE,undetermined,Not fleeing,FALSE
shot,gun,63,M,W,SC,FALSE,attack,Not fleeing,TRUE
shot,knife,58,M,W,WI,FALSE,other,Not fleeing,FALSE
shot and Tasered,gun,30,M,W,GA,FALSE,attack,Not fleeing,FALSE
shot,gun,50,M,W,TN,FALSE,attack,Not fleeing,FALSE
shot,knife,40,M,W,LA,TRUE,other,Not fleeing,FALSE
shot,gun,34,M,W,SC,FALSE,attack,Not fleeing,TRUE
shot,gun,18,M,H,CA,TRUE,other,Not fleeing,FALSE
shot,gun,21,M,B,DC,FALSE,attack,Not fleeing,FALSE
shot,undetermined,49,M,W,CA,FALSE,other,Car,FALSE
shot,knife,24,F,H,AZ,FALSE,other,Not fleeing,FALSE
shot and Tasered,undetermined,37,M,B,LA,FALSE,undetermined,Not fleeing,TRUE
shot,gun,32,M,B,MN,FALSE,other,Not fleeing,TRUE
shot,knife,37,M,H,CA,FALSE,other,Not fleeing,FALSE
shot,gun,63,M,B,AL,FALSE,attack,Not fleeing,TRUE
shot,knife,30,M,W,AZ,TRUE,other,Not fleeing,FALSE
shot,gun,40,M,B,OK,FALSE,attack,Car,FALSE
shot,gun,38,M,B,TX,FALSE,other,Not fleeing,TRUE
shot,knife,50,M,B,CA,TRUE,other,Not fleeing,TRUE
shot,gun,41,M,B,IL,FALSE,attack,Not fleeing,FALSE
shot,gun,41,M,H,MI,FALSE,attack,Not fleeing,FALSE
shot,gun,39,M,B,NY,FALSE,attack,Foot,FALSE
shot,hatchet,23,M,W,AK,TRUE,attack,Not fleeing,FALSE
shot,gun,32,M,W,AZ,FALSE,undetermined,Foot,TRUE
shot,toy weapon,56,M,W,NY,TRUE,other,Not fleeing,FALSE
shot,gun,33,M,B,MD,FALSE,attack,Not fleeing,FALSE
shot,gun,63,M,W,NC,TRUE,attack,Not fleeing,FALSE
shot,gun,31,M,W,FL,TRUE,attack,Not fleeing,FALSE
shot,gun,57,M,W,NJ,FALSE,other,Foot,FALSE
shot and Tasered,gun,26,M,W,CA,FALSE,attack,Other,FALSE
shot,gun,39,M,W,WI,FALSE,other,Not fleeing,FALSE
shot,gun,42,M,B,NY,FALSE,attack,Not fleeing,FALSE
shot and Tasered,screwdriver,43,M,W,OK,FALSE,attack,Not fleeing,FALSE
shot,ax,56,M,W,OK,TRUE,other,Not fleeing,FALSE
shot,knife,31,M,H,CA,TRUE,other,Not fleeing,FALSE
shot,gun,50,M,B,IL,FALSE,attack,Not fleeing,FALSE
shot,gun,36,M,O,HI,TRUE,attack,Not fleeing,FALSE
shot,knife,49,M,B,WI,FALSE,attack,Not fleeing,TRUE
shot,gun,31,M,B,CA,FALSE,attack,Foot,FALSE
shot,gun,34,M,H,TX,FALSE,attack,Not fleeing,FALSE
shot,hatchet and gun,36,M,W,CA,TRUE,attack,Not fleeing,FALSE
shot,knife,29,M,N,NM,TRUE,other,Not fleeing,FALSE
shot,gun,32,M,B,IN,FALSE,attack,Car,FALSE
shot,gun,18,M,B,CA,FALSE,attack,Foot,FALSE
shot,gun,50,M,W,WI,FALSE,attack,Car,FALSE
shot,gun,17,M,B,LA,FALSE,attack,Foot,FALSE
shot,unarmed,19,M,B,AZ,TRUE,attack,Foot,FALSE
shot,knife,24,M,W,AZ,FALSE,other,Foot,TRUE
shot,knife,24,M,H,CA,TRUE,other,Not fleeing,FALSE
shot,knife,20,M,W,MT,FALSE,attack,Not fleeing,FALSE
shot,knife,33,M,W,TN,FALSE,other,Foot,TRUE
shot,undetermined,41,M,H,NV,FALSE,undetermined,Not fleeing,FALSE
shot,undetermined,47,M,B,CA,FALSE,other,Car,FALSE
shot,gun,31,M,H,AZ,FALSE,attack,Other,FALSE
shot,unarmed,27,M,B,CA,FALSE,attack,Other,FALSE
shot,undetermined,36,M,H,CA,FALSE,other,Car,TRUE
shot,gun,40,F,W,AL,FALSE,attack,Not fleeing,FALSE
shot,gun,59,M,W,NC,FALSE,attack,Not fleeing,FALSE
shot,rock,32,M,W,KY,FALSE,attack,Foot,FALSE
shot,undetermined,38,M,H,WA,FALSE,undetermined,Not fleeing,FALSE
shot,knife,18,M,A,NJ,TRUE,other,Not fleeing,TRUE
shot,gun,23,F,B,MD,FALSE,attack,Not fleeing,FALSE
shot,gun,67,M,W,VA,FALSE,attack,Not fleeing,FALSE
shot,undetermined,32,M,W,CA,TRUE,attack,Not fleeing,FALSE
shot,gun,22,M,W,SC,FALSE,attack,Car,FALSE
shot,knife,31,M,W,MN,FALSE,other,Not fleeing,FALSE
shot,gun,43,M,B,FL,TRUE,attack,Not fleeing,FALSE
shot,gun,34,M,W,ID,TRUE,attack,Car,FALSE
shot,undetermined,51,M,W,CA,FALSE,other,Foot,FALSE
shot,gun,31,M,W,UT,FALSE,attack,Foot,FALSE
shot,knife,54,M,W,MI,FALSE,attack,Not fleeing,FALSE
shot,knife,58,M,W,VA,TRUE,other,Not fleeing,FALSE
shot,gun,26,M,B,GA,TRUE,attack,Not fleeing,FALSE
shot,gun,59,M,W,WI,TRUE,attack,Not fleeing,FALSE
shot,knife,25,M,B,OH,TRUE,attack,Not fleeing,FALSE
shot,knife,20,M,B,PA,TRUE,other,Not fleeing,FALSE
shot,knife,57,M,B,KY,FALSE,other,Not fleeing,TRUE
shot,gun,56,M,W,CA,FALSE,attack,Not fleeing,FALSE
shot,gun,64,M,W,NC,FALSE,attack,Not fleeing,FALSE
shot,gun,34,M,H,KY,FALSE,attack,Other,FALSE
shot,gun,69,M,W,SC,TRUE,attack,Not fleeing,FALSE
shot,gun,45,M,W,OH,TRUE,other,Not fleeing,FALSE
